file_index,file_name,page_index,page_count,filename_number,crop_number_guess,text_number_guess,date_guess,title_guess,crop_text,text_path,crop_path,page_path
2,甲1 検証調書 20260417 ＠署名要確認.pdf,10,59,1,7,4,,,"7
(その1)
We",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p010.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p010_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p010.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,11,59,1,7,1,,,"(その2) 7
の他、出入りロドアが二面設置され",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p011.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p011_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p011.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,12,59,1,401,1,,,"=
(401)
ー印は現場出入りロド
[            ア",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p012.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p012_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p012.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,13,59,1,,1,,,"(その2 )  %
テンキー錠及び鍵穴が設けられてい",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p013.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p013_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p013.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,14,59,1,,,,,(その1) ノ,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p014.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p014_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p014.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,15,59,1,,1,,,"(その2)     の
差押許可状を立会人に提示。",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p015.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p015_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p015.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,16,59,1,1,1,,,"(その1) *
1
|",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p016.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p016_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p016.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,17,59,1,402,1,,,"(402)     ノ
ンキー錠の番号又は指紋認証、鍵に",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p017.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p017_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p017.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,18,59,1,,1,,,")
(その1)
|      出入ドアを開扉し
}    て室内に向けて撮影",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p018.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p018_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p018.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,19,59,1,2,1,,,"(その 2)      /
ットが敷かれているのみで、玄関ド",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p019.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p019_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p019.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,20,59,1,,1,,,"その1) ”
階段下を撮影。
っつ印は現場である地
下室方向",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p020.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p020_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p020.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,21,59,1,2,1,,,"(その 2 )
り場は設けられていない。",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p021.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p021_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p021.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,22,59,1,,1,,,(その1),/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p022.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p022_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p022.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,23,59,1,9,5,,,"(その2) 9
いており、南方壁面にはテレビが設",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p023.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p023_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p023.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,24,59,1,1,1,,,"(その 1)
pul
7
*,",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p024.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p024_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p024.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,25,59,1,,11,,,"(その2 ) う
ファー、室内北方には個室トイレが",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p025.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p025_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p025.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,26,59,1,401,1,,,"(401)    ;
|              ングN",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p026.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p026_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p026.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,27,59,1,,1,,,"(その2)     /
にはカラオケ器具が置かれている。",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p027.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p027_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p027.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,28,59,1,,1,,,(その1),/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p028.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p028_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p028.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,29,59,1,2,4,,,"“なだ)
(その 2 )       6",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p029.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p029_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p029.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,30,59,1,401,1,,,">
(401) *
es     個室トイレドアを撮
     ’",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p030.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p030_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p030.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,31,59,1,,1,,,"(その2)   i
置されている。",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p031.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p031_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p031.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,32,59,1,,1,,,| hal,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p032.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p032_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p032.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,33,59,1,,1,,,"=
(その2)     )
物が置かれている。",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p033.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p033_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p033.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,34,59,1,7,4,,,"(その1) 7
""本",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p034.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p034_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p034.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,35,59,1,,1,,,"(その2)     リ
ブル上にはガラス製灰皿が2 個置か",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p035.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p035_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p035.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,36,59,1,,1,,,"(その1 )
に",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p036.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p036_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p036.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,37,59,1,,1,,,"(その2) /
けた位置を示している状況。",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p037.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p037_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p037.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,38,59,1,,3,,,"(その1 )    )
im",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p038.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p038_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p038.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,39,59,1,,1,,,"(eg2) . メ
の位置を示している状況。",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p039.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p039_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p039.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,40,59,1,201,3,,,"Ke, SN
}
(201) ”
cn
5へ つっ」",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p040.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p040_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p040.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,41,59,1,,1,,,"(その2) め
こと熊野正起の被害当時の位置を示",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p041.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p041_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p041.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,42,59,1,,3,,,"本)
(その1 )        0
|           もら",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p042.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p042_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p042.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,43,59,1,,1,,,"(その2) の
した被疑者鈴木哲夫こと田村正宣の",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p043.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p043_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p043.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,44,59,1,1,01,,,"人の)
た
(その1)  の
iS pate   1     |  i",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p044.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p044_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p044.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,45,59,1,,1,,,"\
(その2)    プ
:者らに囲まれている状態を確認。",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p045.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p045_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p045.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,46,59,1,,,,,,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p046.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p046_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p046.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,47,59,1,,1,,,"(その2) *
日付近に位置して、脱出困難状態を",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p047.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p047_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p047.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,48,59,1,,1,,,"(その1)     )
>",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p048.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p048_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p048.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,49,59,1,,1,,,"os) /
の付着が確認できる。",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p049.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p049_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p049.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,50,59,1,,7,,,(その1)    /,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p050.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p050_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p050.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,51,59,1,,1,,,"(その2)    を
認できる。",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p051.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p051_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p051.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,52,59,1,1,1,,,"1
(その1) ©
—",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p052.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p052_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p052.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,53,59,1,,1,,,"(その2)    と
微量の血痕ようのものが付着してい",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p053.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p053_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p053.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,54,59,1,401,1,,,"(401)   」
2 黒輪内は血痕よう
のもの",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p054.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p054_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p054.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,55,59,1,,,,,"(その2) /
認できる。",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p055.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p055_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p055.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,56,59,1,401,4,,,"(401) う9)
a",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p056.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p056_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p056.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,57,59,1,,6,,,"その2) °)
あたり、検証官、立会人、採取担当",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p057.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p057_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p057.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,58,59,1,,,,,(その1 )    /,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p058.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p058_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p058.png
2,甲1 検証調書 20260417 ＠署名要確認.pdf,59,59,1,02,5,,,"‘\
(02) ¢
性反応を呈している状況。",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/02_1_20260417_p059.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/02_1_20260417_p059_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/02_1_20260417_p059.png
3,甲10 解析結果報告書 20260427 ＠署名要確認.pdf,1,4,10,,7,20260330,供述調書,"ae
asm)
令和8年4月27 日",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/03_10_20260427_p001.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/03_10_20260427_p001_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/03_10_20260427_p001.png
3,甲10 解析結果報告書 20260427 ＠署名要確認.pdf,2,4,10,,1,,供述調書,:こと奥田和志が被害者に対して加害,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/03_10_20260427_p002.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/03_10_20260427_p002_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/03_10_20260427_p002.png
3,甲10 解析結果報告書 20260427 ＠署名要確認.pdf,3,4,10,,7,,供述調書,"の
(一
だろ、おい。俺どんだけキチガイか",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/03_10_20260427_p003.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/03_10_20260427_p003_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/03_10_20260427_p003.png
3,甲10 解析結果報告書 20260427 ＠署名要確認.pdf,4,4,10,2,6,,供述調書,"2
)袋、あれあれ買っといて、 =",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/03_10_20260427_p004.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/03_10_20260427_p004_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/03_10_20260427_p004.png
4,甲11 携帯電話機精査報告書 20260228 ＠署名要確認.pdf,1,51,11,,8,20260227,供述調書,"き報告書
BAW)
令和8年2月28日",/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/04_11_20260228_p001.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/04_11_20260228_p001_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/04_11_20260228_p001.png
4,甲11 携帯電話機精査報告書 20260228 ＠署名要確認.pdf,2,51,11,7,1,,供述調書,7 のもの,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/texts/04_11_20260228_p002.txt,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/topright/04_11_20260228_p002_topright.png,/Users/kometaninaoki/law-secretary/generated/kou_evidence_page_scan/pages/04_11_20260228_p002.png
